timestamp,label,ESP32-1,ESP32-2,ESP32-3,ESP32-4
25-11-13 11:12,0,15,27,21,28
25-11-13 11:12,0,31,40,38,47
25-11-13 11:12,0,35,46,46,50
25-11-13 11:12,0,38,47,46,51
25-11-13 11:12,0,38,47,47,51
25-11-13 11:12,0,38,47,47,51
25-11-13 11:12,0,38,47,47,51
25-11-13 11:12,0,38,47,47,51
25-11-13 11:12,0,38,45,47,51
25-11-13 11:12,0,38,47,47,51
25-11-13 11:12,0,38,47,47,51
25-11-13 11:12,0,38,41,47,51
25-11-13 11:12,0,37,45,47,51
25-11-13 11:12,0,38,47,47,51
25-11-13 11:12,0,37,47,47,51
25-11-13 11:12,0,37,47,47,51
25-11-13 11:12,0,38,47,47,51
25-11-13 11:12,0,38,47,47,51
25-11-13 11:12,0,38,47,47,51
25-11-13 11:12,0,38,47,47,51
25-11-13 11:12,0,37,47,47,51
25-11-13 11:12,0,37,41,47,51
25-11-13 11:12,0,37,41,47,51
25-11-13 11:12,0,37,45,47,51
25-11-13 11:12,0,36,45,47,51
25-11-13 11:12,0,33,47,47,51
25-11-13 11:12,0,31,47,47,51
25-11-13 11:12,0,33,47,47,51
25-11-13 11:12,0,35,47,47,51
25-11-13 11:12,0,35,47,47,51
25-11-13 11:12,1,37,47,47,51
25-11-13 11:12,1,25,47,47,51
25-11-13 11:12,1,20,30,30,29
25-11-13 11:12,1,19,23,20,23
25-11-13 11:12,1,19,21,20,22
25-11-13 11:12,1,19,21,19,22
25-11-13 11:12,1,19,21,18,22
25-11-13 11:12,1,19,21,18,22
25-11-13 11:12,1,19,21,18,22
25-11-13 11:12,1,19,21,18,22
25-11-13 11:12,1,19,21,18,21
25-11-13 11:12,1,19,20,17,21
25-11-13 11:12,1,19,20,17,21
25-11-13 11:12,1,19,20,17,21
25-11-13 11:12,1,19,20,17,20
25-11-13 11:12,1,20,21,17,20
25-11-13 11:12,1,20,21,16,20
25-11-13 11:12,1,21,21,19,20
25-11-13 11:12,1,21,23,29,21
25-11-13 11:12,1,22,24,29,45
25-11-13 11:12,1,23,26,44,50
25-11-13 11:12,1,25,26,47,50
25-11-13 11:12,1,27,26,47,50
25-11-13 11:12,1,28,25,47,50
25-11-13 11:12,1,29,25,47,50
25-11-13 11:12,1,31,24,38,50
25-11-13 11:12,1,31,24,46,16
25-11-13 11:12,1,33,23,46,6
25-11-13 11:12,1,33,23,34,4
25-11-13 11:12,1,33,38,45,4
25-11-13 11:12,1,33,46,47,4
25-11-13 11:12,1,34,47,47,3
25-11-13 11:12,1,35,47,47,2
25-11-13 11:12,1,35,47,47,2
25-11-13 11:12,1,35,47,47,2
25-11-13 11:12,1,35,47,47,2
25-11-13 11:12,1,35,47,47,2
25-11-13 11:12,1,35,47,47,2
25-11-13 11:12,1,34,47,47,2
25-11-13 11:12,1,34,22,47,3
25-11-13 11:12,1,34,22,47,4
25-11-13 11:12,1,34,16,45,4
25-11-13 11:12,1,34,16,37,5
25-11-13 11:12,1,34,33,37,7
25-11-13 11:12,1,34,13,34,9
25-11-13 11:12,1,34,9,33,46
25-11-13 11:12,1,32,7,33,51
25-11-13 11:12,1,32,7,33,51
25-11-13 11:12,1,32,5,33,51
25-11-13 11:12,1,32,4,33,51
25-11-13 11:12,1,32,3,33,51
25-11-13 11:12,1,32,2,33,51
25-11-13 11:12,1,32,2,33,51
