timestamp,label,ESP32-1,ESP32-2,ESP32-3,ESP32-4
2025-11-27 12:10:30.522,0,39,47,45,46
2025-11-27 12:10:30.722,0,49,47,45,46
2025-11-27 12:10:30.922,0,50,47,45,47
2025-11-27 12:10:31.122,0,50,47,45,47
2025-11-27 12:10:31.322,0,50,47,45,46
2025-11-27 12:10:31.522,0,43,47,45,47
2025-11-27 12:10:31.722,0,49,47,39,45
2025-11-27 12:10:31.922,0,50,47,39,45
2025-11-27 12:10:32.122,0,42,47,45,47
2025-11-27 12:10:32.322,0,49,47,38,47
2025-11-27 12:10:32.522,0,50,47,44,47
2025-11-27 12:10:32.722,0,50,47,44,47
2025-11-27 12:10:32.922,0,50,47,45,45
2025-11-27 12:10:33.122,0,45,47,45,45
2025-11-27 12:10:33.322,0,50,47,45,47
2025-11-27 12:10:33.522,0,50,47,45,47
2025-11-27 12:10:33.722,0,42,47,45,48
2025-11-27 12:10:33.922,0,49,47,45,47
2025-11-27 12:10:34.122,0,49,47,45,47
2025-11-27 12:10:34.322,0,50,47,45,47
2025-11-27 12:10:34.522,0,50,47,45,47
2025-11-27 12:10:34.722,0,50,47,41,47
2025-11-27 12:10:34.922,0,46,47,45,48
2025-11-27 12:10:35.122,0,40,47,45,45
2025-11-27 12:10:35.322,0,47,47,45,48
2025-11-27 12:10:35.522,0,39,47,45,48
2025-11-27 12:10:35.722,0,47,47,45,47
2025-11-27 12:10:35.922,0,50,47,45,47
2025-11-27 12:10:36.122,0,50,47,45,47
2025-11-27 12:10:36.322,0,50,47,45,46
2025-11-27 12:10:36.522,0,44,47,45,47
2025-11-27 12:10:36.722,0,49,47,45,47
2025-11-27 12:10:36.922,0,50,47,45,47
2025-11-27 12:10:37.122,0,41,47,45,47
2025-11-27 12:10:37.322,0,49,47,45,47
2025-11-27 12:10:37.522,0,50,47,45,46
2025-11-27 12:10:37.722,0,50,47,45,46
2025-11-27 12:10:37.922,0,50,47,45,46
2025-11-27 12:10:38.122,0,46,47,45,46
2025-11-27 12:10:38.322,0,50,47,45,47
2025-11-27 12:10:38.522,0,50,47,45,48
2025-11-27 12:10:38.722,0,50,47,45,48
2025-11-27 12:10:38.922,0,42,47,45,46
2025-11-27 12:10:39.122,0,49,47,45,46
2025-11-27 12:10:39.322,0,50,47,45,46
2025-11-27 12:10:39.522,0,50,47,45,46
2025-11-27 12:10:39.722,0,50,47,45,47
2025-11-27 12:10:39.922,0,46,47,45,47
2025-11-27 12:10:40.122,1,50,45,45,46
2025-11-27 12:10:40.322,1,31,45,39,46
2025-11-27 12:10:40.522,1,23,28,39,29
2025-11-27 12:10:40.722,1,22,20,28,20
2025-11-27 12:10:40.922,1,22,20,22,21
2025-11-27 12:10:41.122,1,21,20,22,19
2025-11-27 12:10:41.322,1,21,20,20,18
2025-11-27 12:10:41.522,1,21,20,20,18
2025-11-27 12:10:41.722,1,21,20,20,18
2025-11-27 12:10:41.922,1,21,19,20,18
2025-11-27 12:10:42.122,1,21,19,20,18
2025-11-27 12:10:42.322,1,21,19,20,18
2025-11-27 12:10:42.522,1,21,19,20,18
2025-11-27 12:10:42.722,1,21,19,20,18
2025-11-27 12:10:42.922,1,21,19,20,18
2025-11-27 12:10:43.122,1,21,19,20,18
2025-11-27 12:10:43.322,1,21,19,20,18
2025-11-27 12:10:43.522,1,21,19,20,18
2025-11-27 12:10:43.722,1,21,19,20,18
2025-11-27 12:10:43.922,1,21,19,20,18
2025-11-27 12:10:44.122,1,21,19,20,18
2025-11-27 12:10:44.322,1,21,19,20,18
2025-11-27 12:10:44.522,1,21,19,20,18
2025-11-27 12:10:44.722,1,21,19,20,18
2025-11-27 12:10:44.922,1,21,19,20,18
2025-11-27 12:10:45.122,1,21,19,20,18
2025-11-27 12:10:45.322,1,21,19,20,18
2025-11-27 12:10:45.522,1,21,18,20,19
2025-11-27 12:10:45.722,1,21,18,21,19
2025-11-27 12:10:45.922,1,21,17,21,18
2025-11-27 12:10:46.122,1,22,17,23,18
2025-11-27 12:10:46.322,1,23,17,25,18
2025-11-27 12:10:46.522,1,24,14,25,27
2025-11-27 12:10:46.722,1,25,11,27,28
2025-11-27 12:10:46.922,1,25,8,29,32
2025-11-27 12:10:47.122,1,25,8,29,38
2025-11-27 12:10:47.322,1,25,8,29,27
2025-11-27 12:10:47.522,1,25,8,29,27
2025-11-27 12:10:47.722,1,25,8,29,37
2025-11-27 12:10:47.922,1,23,11,28,22
2025-11-27 12:10:48.122,1,23,14,28,19
2025-11-27 12:10:48.322,1,22,17,27,21
2025-11-27 12:10:48.522,1,20,25,26,21
2025-11-27 12:10:48.722,1,18,25,26,21
2025-11-27 12:10:48.922,1,18,27,26,24
2025-11-27 12:10:49.122,1,20,25,25,25
2025-11-27 12:10:49.322,1,19,26,24,27
2025-11-27 12:10:49.522,1,18,27,22,28
2025-11-27 12:10:49.722,1,13,27,22,27
2025-11-27 12:10:49.922,1,10,27,37,27
2025-11-27 12:10:50.122,1,7,30,35,30
2025-11-27 12:10:50.322,1,6,28,35,31
2025-11-27 12:10:50.522,1,5,28,43,32
2025-11-27 12:10:50.722,1,5,28,47,32
2025-11-27 12:10:50.922,1,5,28,47,32
2025-11-27 12:10:51.122,1,5,28,47,32
2025-11-27 12:10:51.322,1,5,28,47,32
2025-11-27 12:10:51.522,1,5,29,47,32
2025-11-27 12:10:51.722,1,5,29,34,32
2025-11-27 12:10:51.922,1,6,30,32,31
2025-11-27 12:10:52.122,1,6,31,32,33
2025-11-27 12:10:52.322,1,7,31,44,33
2025-11-27 12:10:52.522,1,8,31,19,32
2025-11-27 12:10:52.722,1,11,32,10,32
2025-11-27 12:10:52.922,1,38,32,10,33
2025-11-27 12:10:53.122,1,33,32,9,31
2025-11-27 12:10:53.322,1,29,32,8,31
2025-11-27 12:10:53.522,1,17,32,8,31
2025-11-27 12:10:53.722,1,17,30,8,27
2025-11-27 12:10:53.922,1,17,29,10,27
2025-11-27 12:10:54.122,1,17,27,16,25
2025-11-27 12:10:54.322,1,18,25,16,23
2025-11-27 12:10:54.522,1,20,25,16,23
2025-11-27 12:10:54.722,1,22,23,17,20
2025-11-27 12:10:54.922,1,22,22,18,20
2025-11-27 12:10:55.122,1,24,21,18,21
2025-11-27 12:10:55.322,1,25,20,23,39
2025-11-27 12:10:55.522,1,25,19,24,18
2025-11-27 12:10:55.722,1,26,19,28,18
2025-11-27 12:10:55.922,1,27,19,28,11
2025-11-27 12:10:56.122,1,27,17,27,9
2025-11-27 12:10:56.322,1,28,16,27,9
2025-11-27 12:10:56.522,1,28,15,27,9
2025-11-27 12:10:56.722,1,27,15,27,12
2025-11-27 12:10:56.922,1,26,19,26,17
2025-11-27 12:10:57.122,1,25,19,25,17
2025-11-27 12:10:57.322,1,23,18,24,19
2025-11-27 12:10:57.522,1,22,17,24,18
2025-11-27 12:10:57.722,1,21,17,23,18
2025-11-27 12:10:57.922,1,19,17,21,19
2025-11-27 12:10:58.122,1,18,17,21,21
2025-11-27 12:10:58.322,1,18,19,20,21
2025-11-27 12:10:58.522,1,18,19,19,21
2025-11-27 12:10:58.722,1,18,19,19,19
2025-11-27 12:10:58.922,1,19,19,19,19
2025-11-27 12:10:59.122,1,20,19,19,18
2025-11-27 12:10:59.322,1,22,19,19,19
2025-11-27 12:10:59.522,1,24,19,24,19
2025-11-27 12:10:59.722,1,24,19,24,19
2025-11-27 12:10:59.922,1,24,19,23,18
2025-11-27 12:11:00.122,1,24,18,23,22
2025-11-27 12:11:00.322,1,24,18,24,34
2025-11-27 12:11:00.522,1,24,17,24,22
2025-11-27 12:11:00.722,1,23,17,23,22
2025-11-27 12:11:00.922,1,22,17,24,19
2025-11-27 12:11:01.122,1,21,17,22,19
2025-11-27 12:11:01.322,1,19,17,22,20
2025-11-27 12:11:01.522,1,18,18,20,20
2025-11-27 12:11:01.722,1,17,19,19,22
2025-11-27 12:11:01.922,1,16,19,19,22
2025-11-27 12:11:02.122,1,16,21,19,21
2025-11-27 12:11:02.322,1,16,22,20,22
2025-11-27 12:11:02.522,1,16,23,20,22
2025-11-27 12:11:02.722,1,16,23,20,22
2025-11-27 12:11:02.922,1,17,23,20,22
2025-11-27 12:11:03.122,1,20,23,18,22
2025-11-27 12:11:03.322,2,22,20,19,19
2025-11-27 12:11:03.522,2,18,22,18,31
2025-11-27 12:11:03.722,2,14,34,18,41
2025-11-27 12:11:03.922,2,14,30,16,48
2025-11-27 12:11:04.122,2,23,23,18,43
2025-11-27 12:11:04.322,2,27,23,19,43
2025-11-27 12:11:04.522,2,19,25,19,37
2025-11-27 12:11:04.722,2,16,43,18,42
2025-11-27 12:11:04.922,2,23,25,20,34
2025-11-27 12:11:05.122,2,20,25,20,25
2025-11-27 12:11:05.322,2,17,25,16,19
2025-11-27 12:11:05.522,2,22,22,19,19
2025-11-27 12:11:05.722,2,20,22,15,22
2025-11-27 12:11:05.922,2,15,26,15,29
2025-11-27 12:11:06.122,2,19,22,15,22
2025-11-27 12:11:06.322,2,19,26,17,33
2025-11-27 12:11:06.522,2,15,26,13,33
2025-11-27 12:11:06.722,2,18,27,13,26
2025-11-27 12:11:06.922,2,25,21,16,17
2025-11-27 12:11:07.122,2,23,23,17,18
2025-11-27 12:11:07.322,2,15,28,17,36
2025-11-27 12:11:07.522,2,17,30,12,27
2025-11-27 12:11:07.722,2,25,32,17,38
2025-11-27 12:11:07.922,2,22,32,17,38
2025-11-27 12:11:08.122,2,22,29,14,36
2025-11-27 12:11:08.322,2,18,29,14,25
2025-11-27 12:11:08.522,2,22,29,15,43
2025-11-27 12:11:08.722,2,19,44,16,27
2025-11-27 12:11:08.922,2,16,23,20,18
2025-11-27 12:11:09.122,2,25,23,20,18
2025-11-27 12:11:09.322,2,28,19,27,11
2025-11-27 12:11:09.522,2,20,19,20,19
2025-11-27 12:11:09.722,2,20,16,23,18
2025-11-27 12:11:09.922,2,28,23,23,11
2025-11-27 12:11:10.122,2,27,27,30,40
2025-11-27 12:11:10.322,2,18,27,17,40
2025-11-27 12:11:10.522,2,16,27,17,27
2025-11-27 12:11:10.722,2,21,27,16,44
2025-11-27 12:11:10.922,2,18,29,11,42
2025-11-27 12:11:11.122,2,13,28,14,30
2025-11-27 12:11:11.322,2,17,28,14,30
2025-11-27 12:11:11.522,2,23,21,23,21
2025-11-27 12:11:11.722,2,16,15,25,16
2025-11-27 12:11:11.922,2,16,24,32,28
2025-11-27 12:11:12.122,2,22,40,32,22
2025-11-27 12:11:12.322,2,22,17,29,21
2025-11-27 12:11:12.522,2,23,30,26,28
2025-11-27 12:11:12.722,2,14,30,16,28
2025-11-27 12:11:12.922,2,13,30,16,31
2025-11-27 12:11:13.122,2,26,41,24,37
2025-11-27 12:11:13.322,2,26,33,20,42
2025-11-27 12:11:13.522,2,20,31,11,47
2025-11-27 12:11:13.722,2,21,26,11,46
2025-11-27 12:11:13.922,2,30,26,30,46
2025-11-27 12:11:14.122,2,26,21,28,32
2025-11-27 12:11:14.322,2,31,25,38,38
2025-11-27 12:11:14.522,2,34,27,38,46
2025-11-27 12:11:14.722,2,23,24,35,45
2025-11-27 12:11:14.922,2,15,25,21,45
2025-11-27 12:11:15.122,2,19,25,25,33
2025-11-27 12:11:15.322,2,23,19,25,31
2025-11-27 12:11:15.522,2,30,28,19,38
2025-11-27 12:11:15.722,2,20,35,30,42
2025-11-27 12:11:15.922,2,13,35,30,31
2025-11-27 12:11:16.122,2,15,42,22,27
2025-11-27 12:11:16.322,2,8,42,18,27
2025-11-27 12:11:16.522,2,8,39,19,39
2025-11-27 12:11:16.722,2,7,34,19,32
2025-11-27 12:11:16.922,2,18,19,24,20
2025-11-27 12:11:17.122,2,23,24,17,32
2025-11-27 12:11:17.322,2,16,24,13,32
2025-11-27 12:11:17.522,2,22,28,13,31
2025-11-27 12:11:17.722,2,26,27,21,37
2025-11-27 12:11:17.922,2,23,32,10,44
2025-11-27 12:11:18.122,2,20,31,12,46
2025-11-27 12:11:18.322,2,27,27,12,45
2025-11-27 12:11:18.522,2,25,22,27,28
2025-11-27 12:11:18.722,2,22,22,27,28
2025-11-27 12:11:18.922,2,29,27,35,14
2025-11-27 12:11:19.122,2,27,32,35,12
2025-11-27 12:11:19.322,2,19,24,25,35
2025-11-27 12:11:19.522,2,20,26,20,25
2025-11-27 12:11:19.722,2,23,26,20,25
2025-11-27 12:11:19.922,2,18,24,22,36
2025-11-27 12:11:20.122,2,21,26,16,27
2025-11-27 12:11:20.322,2,25,27,34,39
2025-11-27 12:11:20.522,2,17,25,21,24
2025-11-27 12:11:20.722,2,17,28,21,29
2025-11-27 12:11:20.922,2,17,21,19,38
2025-11-27 12:11:21.122,2,25,21,18,38
2025-11-27 12:11:21.322,2,18,26,18,46
2025-11-27 12:11:21.522,2,18,23,19,36
2025-11-27 12:11:21.722,2,25,24,29,32
2025-11-27 12:11:21.922,2,22,26,19,34
2025-11-27 12:11:22.122,2,19,26,19,20
2025-11-27 12:11:22.322,2,22,26,19,20
2025-11-27 12:11:22.522,2,20,24,17,17
2025-11-27 12:11:22.722,2,17,26,12,22
2025-11-27 12:11:22.922,2,20,23,12,17
2025-11-27 12:11:23.122,2,25,21,20,12
2025-11-27 12:11:23.322,2,25,24,21,12
2025-11-27 12:11:23.522,2,25,24,26,23
2025-11-27 12:11:23.722,2,24,29,26,32
2025-11-27 12:11:23.922,2,24,19,28,16
2025-11-27 12:11:24.122,2,15,23,24,25
2025-11-27 12:11:24.322,2,16,27,18,26
2025-11-27 12:11:24.522,2,26,14,18,20
2025-11-27 12:11:24.722,2,22,14,29,20
2025-11-27 12:11:24.922,2,22,18,23,25
2025-11-27 12:11:25.122,2,20,25,20,23
2025-11-27 12:11:25.322,2,23,21,20,13
2025-11-27 12:11:25.522,2,28,21,28,17
2025-11-27 12:11:25.722,2,20,25,15,31
2025-11-27 12:11:25.922,2,17,25,24,31
2025-11-27 12:11:26.122,2,27,21,24,37
2025-11-27 12:11:26.322,2,27,21,27,46
2025-11-27 12:11:26.522,2,25,24,18,25
2025-11-27 12:11:26.722,2,30,17,18,9
2025-11-27 12:11:26.922,2,28,17,31,9
2025-11-27 12:11:27.122,2,24,17,36,14
2025-11-27 12:11:27.322,2,19,28,12,31
2025-11-27 12:11:27.522,2,17,28,12,29
2025-11-27 12:11:27.722,2,16,25,18,39
2025-11-27 12:11:27.922,2,17,30,27,37
2025-11-27 12:11:28.122,2,21,30,40,37
2025-11-27 12:11:28.322,2,27,23,40,17
2025-11-27 12:11:28.522,2,18,17,37,14
2025-11-27 12:11:28.722,2,20,22,46,25
2025-11-27 12:11:28.922,2,20,16,32,16
2025-11-27 12:11:29.122,2,30,20,32,23
2025-11-27 12:11:29.322,2,22,18,43,13
2025-11-27 12:11:29.522,2,28,18,36,13
2025-11-27 12:11:29.722,2,27,18,39,16
2025-11-27 12:11:29.922,2,27,18,39,13
2025-11-27 12:11:30.122,2,27,20,44,13
2025-11-27 12:11:30.322,2,26,17,46,13
2025-11-27 12:11:30.522,2,26,18,39,13
2025-11-27 12:11:30.722,2,26,18,39,13
2025-11-27 12:11:30.922,2,27,15,40,14
2025-11-27 12:11:31.122,2,25,18,33,14
2025-11-27 12:11:31.322,2,24,16,25,14
2025-11-27 12:11:31.522,2,25,19,25,14
2025-11-27 12:11:31.722,2,24,15,25,15
2025-11-27 12:11:31.922,2,23,15,33,15
2025-11-27 12:11:32.122,2,21,22,33,21
2025-11-27 12:11:32.322,2,25,22,42,16
2025-11-27 12:11:32.522,2,24,15,37,13
2025-11-27 12:11:32.722,2,24,20,34,19
2025-11-27 12:11:32.922,2,26,14,34,13
2025-11-27 12:11:33.122,2,23,14,29,13
2025-11-27 12:11:33.322,2,23,20,35,18
2025-11-27 12:11:33.522,2,27,15,28,12
2025-11-27 12:11:33.722,2,26,17,28,17
2025-11-27 12:11:33.922,2,24,16,25,12
2025-11-27 12:11:34.122,2,26,16,26,15
2025-11-27 12:11:34.322,2,21,16,33,15
2025-11-27 12:11:34.522,2,23,20,33,15
2025-11-27 12:11:34.722,2,26,18,28,14
2025-11-27 12:11:34.922,2,22,20,24,19
2025-11-27 12:11:35.122,2,27,15,26,12
2025-11-27 12:11:35.322,2,26,13,26,15
2025-11-27 12:11:35.522,2,22,13,26,15
2025-11-27 12:11:35.722,2,23,20,20,26
2025-11-27 12:11:35.922,2,23,19,25,19
2025-11-27 12:11:36.122,2,23,20,25,19
2025-11-27 12:11:36.322,2,23,17,32,17
2025-11-27 12:11:36.522,2,23,17,27,17
2025-11-27 12:11:36.722,2,22,21,27,18
2025-11-27 12:11:36.922,2,22,21,27,16
2025-11-27 12:11:37.122,2,22,17,25,15
2025-11-27 12:11:37.322,2,22,18,27,15
2025-11-27 12:11:37.522,2,22,16,27,16
2025-11-27 12:11:37.722,2,22,18,26,16
2025-11-27 12:11:37.922,2,22,18,25,16
2025-11-27 12:11:38.122,2,20,19,18,20
2025-11-27 12:11:38.322,2,21,20,18,21
2025-11-27 12:11:38.522,2,18,23,20,22
2025-11-27 12:11:38.722,2,15,25,19,25
2025-11-27 12:11:38.922,2,21,25,18,25
2025-11-27 12:11:39.122,2,32,26,18,21
2025-11-27 12:11:39.322,2,19,23,19,25
2025-11-27 12:11:39.522,2,25,16,24,17
2025-11-27 12:11:39.722,2,26,11,30,15
2025-11-27 12:11:39.922,2,30,10,30,12
2025-11-27 12:11:40.122,2,33,10,32,9
2025-11-27 12:11:40.322,2,35,21,38,9
2025-11-27 12:11:40.522,2,35,38,36,5
2025-11-27 12:11:40.722,2,34,37,36,7
2025-11-27 12:11:40.922,2,30,30,33,8
2025-11-27 12:11:41.122,2,30,26,41,25
2025-11-27 12:11:41.322,2,28,27,38,33
2025-11-27 12:11:41.522,2,25,27,38,33
2025-11-27 12:11:41.722,2,25,29,38,34
2025-11-27 12:11:41.922,2,23,29,27,36
2025-11-27 12:11:42.122,2,24,32,27,36
2025-11-27 12:11:42.322,2,19,32,13,33
2025-11-27 12:11:42.522,2,16,32,20,38
2025-11-27 12:11:42.722,2,12,32,29,38
2025-11-27 12:11:42.922,2,8,33,29,35
2025-11-27 12:11:43.122,2,6,33,41,37
2025-11-27 12:11:43.322,2,5,29,45,37
2025-11-27 12:11:43.522,2,6,29,29,34
2025-11-27 12:11:43.722,2,6,28,29,32
2025-11-27 12:11:43.922,2,10,28,21,32
2025-11-27 12:11:44.122,2,12,27,18,23
2025-11-27 12:11:44.322,2,16,28,14,26
2025-11-27 12:11:44.522,2,20,28,14,33
2025-11-27 12:11:44.722,2,20,27,14,36
2025-11-27 12:11:44.922,2,21,28,25,43
2025-11-27 12:11:45.122,2,21,28,21,43
2025-11-27 12:11:45.322,2,22,30,21,46
2025-11-27 12:11:45.522,2,22,28,39,47
2025-11-27 12:11:45.722,2,22,27,20,44
2025-11-27 12:11:45.922,2,21,23,18,32
2025-11-27 12:11:46.122,2,18,25,18,34
2025-11-27 12:11:46.322,2,15,25,13,34
2025-11-27 12:11:46.522,2,17,23,21,44
2025-11-27 12:11:46.722,2,16,20,24,27
2025-11-27 12:11:46.922,2,18,17,24,26
2025-11-27 12:11:47.122,2,17,20,22,22
2025-11-27 12:11:47.322,2,17,19,21,20
2025-11-27 12:11:47.522,2,16,19,18,20
2025-11-27 12:11:47.722,2,16,20,18,23
2025-11-27 12:11:47.922,2,17,19,18,17
2025-11-27 12:11:48.122,2,17,21,16,21
2025-11-27 12:11:48.322,2,21,21,16,16
2025-11-27 12:11:48.522,2,20,20,19,15
2025-11-27 12:11:48.722,2,21,20,18,15
2025-11-27 12:11:48.922,2,22,31,21,14
2025-11-27 12:11:49.122,2,20,23,21,20
2025-11-27 12:11:49.322,2,23,21,22,36
2025-11-27 12:11:49.522,2,20,19,22,24
2025-11-27 12:11:49.722,2,20,19,25,24
2025-11-27 12:11:49.922,2,21,18,25,16
2025-11-27 12:11:50.122,2,21,18,24,21
2025-11-27 12:11:50.322,2,24,17,23,12
2025-11-27 12:11:50.522,2,22,18,23,19
2025-11-27 12:11:50.722,2,24,18,23,20
2025-11-27 12:11:50.922,2,22,25,20,32
2025-11-27 12:11:51.122,2,16,25,15,32
2025-11-27 12:11:51.322,1,21,25,19,21
2025-11-27 12:11:51.522,1,22,24,19,26
2025-11-27 12:11:51.722,1,17,24,16,27
2025-11-27 12:11:51.922,1,16,22,16,24
2025-11-27 12:11:52.122,1,17,18,20,21
2025-11-27 12:11:52.322,1,20,18,20,21
2025-11-27 12:11:52.522,1,23,15,26,27
2025-11-27 12:11:52.722,1,23,13,29,19
2025-11-27 12:11:52.922,1,26,10,32,16
2025-11-27 12:11:53.122,1,27,10,32,13
2025-11-27 12:11:53.322,1,28,10,33,13
2025-11-27 12:11:53.522,1,28,11,40,10
2025-11-27 12:11:53.722,1,29,14,40,8
2025-11-27 12:11:53.922,1,29,17,43,8
2025-11-27 12:11:54.122,1,29,18,44,33
2025-11-27 12:11:54.322,1,29,23,29,45
2025-11-27 12:11:54.522,1,26,26,29,28
2025-11-27 12:11:54.722,1,25,26,20,28
2025-11-27 12:11:54.922,1,25,27,16,37
2025-11-27 12:11:55.122,1,23,30,11,43
2025-11-27 12:11:55.322,1,21,32,11,46
2025-11-27 12:11:55.522,1,20,31,8,44
2025-11-27 12:11:55.722,1,16,31,8,35
2025-11-27 12:11:55.922,1,12,31,11,35
2025-11-27 12:11:56.122,1,9,31,11,33
2025-11-27 12:11:56.322,1,9,31,14,30
2025-11-27 12:11:56.522,1,10,29,14,34
2025-11-27 12:11:56.722,1,11,33,14,34
2025-11-27 12:11:56.922,1,11,33,14,32
2025-11-27 12:11:57.122,1,13,33,14,32
2025-11-27 12:11:57.322,1,14,26,15,30
2025-11-27 12:11:57.522,1,15,22,15,20
2025-11-27 12:11:57.722,1,17,19,18,24
2025-11-27 12:11:57.922,1,19,16,21,24
2025-11-27 12:11:58.122,1,21,15,25,23
2025-11-27 12:11:58.322,1,24,15,25,23
2025-11-27 12:11:58.522,1,24,13,25,18
2025-11-27 12:11:58.722,1,24,12,25,14
2025-11-27 12:11:58.922,1,25,12,27,12
2025-11-27 12:11:59.122,1,25,14,27,12
2025-11-27 12:11:59.322,1,24,15,26,15
2025-11-27 12:11:59.522,1,22,15,26,15
2025-11-27 12:11:59.722,1,19,18,18,19
2025-11-27 12:11:59.922,1,16,22,18,25
2025-11-27 12:12:00.122,1,12,26,15,31
2025-11-27 12:12:00.322,1,9,30,14,36
2025-11-27 12:12:00.522,1,6,30,27,36
2025-11-27 12:12:00.722,1,4,36,27,38
2025-11-27 12:12:00.922,1,4,36,40,36
2025-11-27 12:12:01.122,1,7,42,46,33
2025-11-27 12:12:01.322,1,10,46,33,31
2025-11-27 12:12:01.522,1,16,47,33,30
2025-11-27 12:12:01.722,1,17,47,26,30
2025-11-27 12:12:01.922,1,21,47,21,33
2025-11-27 12:12:02.122,1,22,47,27,30
